guid,loginDateFormat,loginDay
1184501,2018-05-13 12:17:35,2018-05-13
1152290,2018-05-13 12:17:39,2018-05-13
808905,2018-05-13 12:17:51,2018-05-13
1426737,2018-05-13 12:17:59,2018-05-13
980671,2018-05-13 12:18:01,2018-05-13
653367,2018-05-13 12:18:03,2018-05-13
628169,2018-05-13 12:18:04,2018-05-13
1214588,2018-05-13 12:18:06,2018-05-13
645500,2018-05-13 12:18:08,2018-05-13
1834084,2018-05-13 12:18:11,2018-05-13
810337,2018-05-13 12:18:16,2018-05-13
2112210,2018-05-13 12:18:19,2018-05-13
2058945,2018-05-13 12:18:23,2018-05-13
1963530,2018-05-13 12:18:26,2018-05-13
630695,2018-05-13 12:18:28,2018-05-13
1163018,2018-05-13 12:18:28,2018-05-13
1208141,2018-05-13 12:18:40,2018-05-13
1219287,2018-05-13 12:18:43,2018-05-13
1178888,2018-05-13 12:18:53,2018-05-13
1598400,2018-05-13 12:18:57,2018-05-13
809465,2018-05-13 12:18:57,2018-05-13
1382623,2018-05-13 12:18:57,2018-05-13
1363542,2018-05-13 12:18:58,2018-05-13
1416333,2018-05-13 12:18:59,2018-05-13
1180563,2018-05-13 12:18:59,2018-05-13
2096302,2018-05-13 12:19:03,2018-05-13
1146912,2018-05-13 12:19:07,2018-05-13
1594502,2018-05-13 12:19:08,2018-05-13
1353663,2018-05-13 12:19:25,2018-05-13
1070693,2018-05-13 12:19:26,2018-05-13
1571819,2018-05-13 12:19:26,2018-05-13
764178,2018-05-13 12:19:29,2018-05-13
868956,2018-05-13 12:19:33,2018-05-13
652578,2018-05-13 12:19:35,2018-05-13
222980,2018-05-13 12:19:37,2018-05-13
592154,2018-05-13 12:19:42,2018-05-13
1175084,2018-05-13 12:19:44,2018-05-13
2009618,2018-05-13 12:19:47,2018-05-13
1611459,2018-05-13 12:19:47,2018-05-13
1146111,2018-05-13 12:19:51,2018-05-13
1489864,2018-05-13 12:19:51,2018-05-13
2112226,2018-05-13 12:19:56,2018-05-13
909371,2018-05-13 12:20:02,2018-05-13
1950338,2018-05-13 12:20:03,2018-05-13
1861486,2018-05-13 12:20:06,2018-05-13
735170,2018-05-13 12:20:09,2018-05-13
678099,2018-05-13 12:20:12,2018-05-13
1175652,2018-05-13 12:20:12,2018-05-13
1571096,2018-05-13 12:20:31,2018-05-13
1324459,2018-05-13 12:20:33,2018-05-13
698775,2018-05-13 12:20:35,2018-05-13
1555821,2018-05-13 12:20:47,2018-05-13
1152400,2018-05-13 12:20:47,2018-05-13
1221501,2018-05-13 12:20:52,2018-05-13
1420052,2018-05-13 12:20:58,2018-05-13
1585768,2018-05-13 12:20:59,2018-05-13
2063666,2018-05-13 12:21:00,2018-05-13
831102,2018-05-13 12:21:01,2018-05-13
1371529,2018-05-13 12:21:07,2018-05-13
1256791,2018-05-13 12:21:08,2018-05-13
1201720,2018-05-13 12:21:13,2018-05-13
1230883,2018-05-13 12:21:20,2018-05-13
1898565,2018-05-13 12:21:36,2018-05-13
952039,2018-05-13 12:21:37,2018-05-13
890046,2018-05-13 12:21:42,2018-05-13
754353,2018-05-13 12:21:45,2018-05-13
1002968,2018-05-13 12:21:51,2018-05-13
1295724,2018-05-13 12:21:51,2018-05-13
1376890,2018-05-13 12:21:52,2018-05-13
2113783,2018-05-13 12:21:53,2018-05-13
1690872,2018-05-13 12:21:53,2018-05-13
1827402,2018-05-13 12:22:04,2018-05-13
1767461,2018-05-13 12:22:06,2018-05-13
1828181,2018-05-13 12:22:08,2018-05-13
680529,2018-05-13 12:22:09,2018-05-13
1654357,2018-05-13 12:22:10,2018-05-13
1184501,2018-05-13 12:22:16,2018-05-13
1155828,2018-05-13 12:22:17,2018-05-13
1827163,2018-05-13 12:22:24,2018-05-13
864917,2018-05-13 12:22:28,2018-05-13
1175256,2018-05-13 12:22:36,2018-05-13
1550361,2018-05-13 12:22:41,2018-05-13
1950338,2018-05-13 12:22:43,2018-05-13
2079742,2018-05-13 12:22:50,2018-05-13
74330,2018-05-13 12:22:53,2018-05-13
2116265,2018-05-13 12:22:55,2018-05-13
1254524,2018-05-13 12:22:58,2018-05-13
1974385,2018-05-13 12:23:09,2018-05-13
757045,2018-05-13 12:23:18,2018-05-13
1345872,2018-05-13 12:23:23,2018-05-13
1834084,2018-05-13 12:23:29,2018-05-13
647940,2018-05-13 12:23:30,2018-05-13
1178279,2018-05-13 12:23:35,2018-05-13
1161921,2018-05-13 12:23:39,2018-05-13
1323159,2018-05-13 12:23:42,2018-05-13
1266713,2018-05-13 12:23:45,2018-05-13
1805381,2018-05-13 12:23:48,2018-05-13
744504,2018-05-13 12:23:49,2018-05-13
1261714,2018-05-13 12:23:52,2018-05-13
947609,2018-05-13 12:23:59,2018-05-13
901937,2018-05-13 12:24:02,2018-05-13
802792,2018-05-13 12:24:07,2018-05-13
2117473,2018-05-13 12:24:09,2018-05-13
1207663,2018-05-13 12:24:15,2018-05-13
1494511,2018-05-13 12:24:17,2018-05-13
-4,2018-05-13 12:24:19,2018-05-13
1977087,2018-05-13 12:24:23,2018-05-13
1381226,2018-05-13 12:24:28,2018-05-13
1753349,2018-05-13 12:24:29,2018-05-13
1538207,2018-05-13 12:24:31,2018-05-13
1161415,2018-05-13 12:24:35,2018-05-13
1478292,2018-05-13 12:24:37,2018-05-13
623926,2018-05-13 12:24:37,2018-05-13
680315,2018-05-13 12:24:39,2018-05-13
680236,2018-05-13 12:24:42,2018-05-13
87898,2018-05-13 12:24:59,2018-05-13
2013376,2018-05-13 12:25:00,2018-05-13
790315,2018-05-13 12:25:01,2018-05-13
2094155,2018-05-13 12:25:05,2018-05-13
1197275,2018-05-13 12:25:06,2018-05-13
689927,2018-05-13 12:25:07,2018-05-13
1172999,2018-05-13 12:25:08,2018-05-13
866916,2018-05-13 12:25:11,2018-05-13
1184520,2018-05-13 12:25:27,2018-05-13
1251312,2018-05-13 12:25:38,2018-05-13
1272564,2018-05-13 12:25:40,2018-05-13
2117533,2018-05-13 12:25:44,2018-05-13
2116011,2018-05-13 12:25:45,2018-05-13
1739076,2018-05-13 12:25:45,2018-05-13
2116995,2018-05-13 12:25:51,2018-05-13
-5,2018-05-13 12:25:53,2018-05-13
1857255,2018-05-13 12:25:58,2018-05-13
1368530,2018-05-13 12:26:08,2018-05-13
2077950,2018-05-13 12:26:10,2018-05-13
-4,2018-05-13 12:26:18,2018-05-13
631004,2018-05-13 12:26:24,2018-05-13
146852,2018-05-13 12:26:25,2018-05-13
774059,2018-05-13 12:26:27,2018-05-13
1262757,2018-05-13 12:26:30,2018-05-13
1411934,2018-05-13 12:26:30,2018-05-13
1576373,2018-05-13 12:26:35,2018-05-13
806269,2018-05-13 12:26:37,2018-05-13
1183980,2018-05-13 12:26:39,2018-05-13
2117723,2018-05-13 12:26:40,2018-05-13
2034024,2018-05-13 12:26:50,2018-05-13
1495339,2018-05-13 12:26:55,2018-05-13
1163876,2018-05-13 12:27:02,2018-05-13
854527,2018-05-13 12:27:02,2018-05-13
203192,2018-05-13 12:27:09,2018-05-13
1633841,2018-05-13 12:27:15,2018-05-13
1750259,2018-05-13 12:27:15,2018-05-13
2048658,2018-05-13 12:27:16,2018-05-13
1187755,2018-05-13 12:27:27,2018-05-13
2117729,2018-05-13 12:27:28,2018-05-13
1910061,2018-05-13 12:27:37,2018-05-13
2084040,2018-05-13 12:27:40,2018-05-13
947436,2018-05-13 12:28:09,2018-05-13
1219115,2018-05-13 12:28:11,2018-05-13
1473576,2018-05-13 12:28:12,2018-05-13
1447051,2018-05-13 12:28:23,2018-05-13
1282112,2018-05-13 12:28:25,2018-05-13
1156052,2018-05-13 12:28:29,2018-05-13
1561155,2018-05-13 12:28:41,2018-05-13
2034024,2018-05-13 12:28:41,2018-05-13
1200419,2018-05-13 12:28:46,2018-05-13
899324,2018-05-13 12:28:46,2018-05-13
1905027,2018-05-13 12:28:47,2018-05-13
166874,2018-05-13 12:28:50,2018-05-13
947810,2018-05-13 12:28:51,2018-05-13
-5,2018-05-13 12:28:58,2018-05-13
1153670,2018-05-13 12:29:03,2018-05-13
2117740,2018-05-13 12:29:09,2018-05-13
654234,2018-05-13 12:29:12,2018-05-13
1836833,2018-05-13 12:29:13,2018-05-13
1381226,2018-05-13 12:29:15,2018-05-13
1995473,2018-05-13 12:29:16,2018-05-13
1197108,2018-05-13 12:29:17,2018-05-13
861839,2018-05-13 12:29:21,2018-05-13
1973034,2018-05-13 12:29:25,2018-05-13
810227,2018-05-13 12:29:27,2018-05-13
-4,2018-05-13 12:29:30,2018-05-13
1819910,2018-05-13 12:29:37,2018-05-13
1657142,2018-05-13 12:29:39,2018-05-13
908478,2018-05-13 12:29:44,2018-05-13
-4,2018-05-13 12:29:45,2018-05-13
947436,2018-05-13 12:29:45,2018-05-13
137821,2018-05-13 12:29:46,2018-05-13
1149266,2018-05-13 12:29:52,2018-05-13
2100059,2018-05-13 12:29:54,2018-05-13
861839,2018-05-13 12:29:54,2018-05-13
2078783,2018-05-13 12:29:56,2018-05-13
2105503,2018-05-13 12:29:59,2018-05-13
1244708,2018-05-13 12:30:00,2018-05-13
2099255,2018-05-13 12:30:01,2018-05-13
1888369,2018-05-13 12:30:02,2018-05-13
792734,2018-05-13 12:30:07,2018-05-13
2081737,2018-05-13 12:30:16,2018-05-13
905533,2018-05-13 12:30:17,2018-05-13
1270383,2018-05-13 12:30:21,2018-05-13
1471845,2018-05-13 12:30:22,2018-05-13
1613965,2018-05-13 12:30:24,2018-05-13
1623709,2018-05-13 12:30:25,2018-05-13
1797685,2018-05-13 12:30:28,2018-05-13
-5,2018-05-13 12:30:29,2018-05-13
-5,2018-05-13 12:30:31,2018-05-13
1180446,2018-05-13 12:30:31,2018-05-13
806269,2018-05-13 12:30:39,2018-05-13
1735428,2018-05-13 12:30:41,2018-05-13
827170,2018-05-13 12:30:43,2018-05-13
2111654,2018-05-13 12:30:45,2018-05-13
682191,2018-05-13 12:30:52,2018-05-13
1932267,2018-05-13 12:30:54,2018-05-13
2001472,2018-05-13 12:31:00,2018-05-13
1822030,2018-05-13 12:31:02,2018-05-13
115376,2018-05-13 12:31:05,2018-05-13
1180258,2018-05-13 12:31:12,2018-05-13
740812,2018-05-13 12:31:15,2018-05-13
1984640,2018-05-13 12:31:18,2018-05-13
937160,2018-05-13 12:31:19,2018-05-13
2045428,2018-05-13 12:31:21,2018-05-13
1192545,2018-05-13 12:31:38,2018-05-13
1958919,2018-05-13 12:31:46,2018-05-13
2117109,2018-05-13 12:31:46,2018-05-13
1455580,2018-05-13 12:31:48,2018-05-13
2040241,2018-05-13 12:31:48,2018-05-13
711583,2018-05-13 12:31:53,2018-05-13
1258943,2018-05-13 12:31:55,2018-05-13
1950338,2018-05-13 12:31:56,2018-05-13
2088294,2018-05-13 12:31:58,2018-05-13
1149932,2018-05-13 12:32:00,2018-05-13
861839,2018-05-13 12:32:12,2018-05-13
758517,2018-05-13 12:32:15,2018-05-13
1033270,2018-05-13 12:32:26,2018-05-13
1710287,2018-05-13 12:32:28,2018-05-13
1568530,2018-05-13 12:32:32,2018-05-13
1163248,2018-05-13 12:32:38,2018-05-13
774107,2018-05-13 12:32:38,2018-05-13
1218582,2018-05-13 12:32:43,2018-05-13
1197552,2018-05-13 12:32:54,2018-05-13
1861486,2018-05-13 12:32:55,2018-05-13
2114632,2018-05-13 12:32:58,2018-05-13
1881393,2018-05-13 12:33:03,2018-05-13
680144,2018-05-13 12:33:04,2018-05-13
652578,2018-05-13 12:33:05,2018-05-13
876298,2018-05-13 12:33:05,2018-05-13
928237,2018-05-13 12:33:06,2018-05-13
1045905,2018-05-13 12:33:16,2018-05-13
1191178,2018-05-13 12:33:23,2018-05-13
1268751,2018-05-13 12:33:24,2018-05-13
2030504,2018-05-13 12:33:31,2018-05-13
1227567,2018-05-13 12:33:33,2018-05-13
1400380,2018-05-13 12:33:35,2018-05-13
630950,2018-05-13 12:33:38,2018-05-13
2109201,2018-05-13 12:33:42,2018-05-13
2089131,2018-05-13 12:33:49,2018-05-13
1575643,2018-05-13 12:33:52,2018-05-13
1184390,2018-05-13 12:33:53,2018-05-13
890046,2018-05-13 12:33:59,2018-05-13
1847854,2018-05-13 12:34:01,2018-05-13
1158433,2018-05-13 12:34:06,2018-05-13
1329959,2018-05-13 12:34:06,2018-05-13
2117746,2018-05-13 12:34:08,2018-05-13
2037571,2018-05-13 12:34:15,2018-05-13
1593101,2018-05-13 12:34:17,2018-05-13
2099025,2018-05-13 12:34:22,2018-05-13
1716294,2018-05-13 12:34:29,2018-05-13
1872355,2018-05-13 12:34:35,2018-05-13
1269987,2018-05-13 12:34:36,2018-05-13
1179515,2018-05-13 12:34:38,2018-05-13
771165,2018-05-13 12:34:38,2018-05-13
1393871,2018-05-13 12:34:41,2018-05-13
1230541,2018-05-13 12:34:42,2018-05-13
1665443,2018-05-13 12:34:47,2018-05-13
1408303,2018-05-13 12:34:50,2018-05-13
1177308,2018-05-13 12:35:18,2018-05-13
1877833,2018-05-13 12:35:25,2018-05-13
894312,2018-05-13 12:35:26,2018-05-13
1435427,2018-05-13 12:35:32,2018-05-13
1827163,2018-05-13 12:35:38,2018-05-13
2097399,2018-05-13 12:35:40,2018-05-13
2088294,2018-05-13 12:35:43,2018-05-13
134895,2018-05-13 12:35:54,2018-05-13
1703834,2018-05-13 12:36:00,2018-05-13
1179275,2018-05-13 12:36:00,2018-05-13
858614,2018-05-13 12:36:09,2018-05-13
1671826,2018-05-13 12:36:12,2018-05-13
1785804,2018-05-13 12:36:22,2018-05-13
907729,2018-05-13 12:36:23,2018-05-13
1240563,2018-05-13 12:36:25,2018-05-13
137821,2018-05-13 12:36:27,2018-05-13
1366309,2018-05-13 12:36:29,2018-05-13
1903464,2018-05-13 12:36:31,2018-05-13
1038119,2018-05-13 12:36:34,2018-05-13
1916201,2018-05-13 12:36:37,2018-05-13
1938575,2018-05-13 12:36:38,2018-05-13
1776420,2018-05-13 12:36:41,2018-05-13
87770,2018-05-13 12:36:45,2018-05-13
1238935,2018-05-13 12:36:53,2018-05-13
1285105,2018-05-13 12:36:57,2018-05-13
1162064,2018-05-13 12:37:02,2018-05-13
1814665,2018-05-13 12:37:06,2018-05-13
1161888,2018-05-13 12:37:12,2018-05-13
876752,2018-05-13 12:37:13,2018-05-13
1914240,2018-05-13 12:37:14,2018-05-13
2011493,2018-05-13 12:37:18,2018-05-13
649689,2018-05-13 12:37:18,2018-05-13
832772,2018-05-13 12:37:19,2018-05-13
2089131,2018-05-13 12:37:21,2018-05-13
230678,2018-05-13 12:37:22,2018-05-13
1913253,2018-05-13 12:37:30,2018-05-13
630917,2018-05-13 12:37:35,2018-05-13
916346,2018-05-13 12:37:37,2018-05-13
2016426,2018-05-13 12:37:37,2018-05-13
-4,2018-05-13 12:37:39,2018-05-13
1779038,2018-05-13 12:37:43,2018-05-13
995418,2018-05-13 12:37:44,2018-05-13
1795979,2018-05-13 12:37:44,2018-05-13
1409553,2018-05-13 12:37:46,2018-05-13
-4,2018-05-13 12:37:59,2018-05-13
909588,2018-05-13 12:38:02,2018-05-13
2109810,2018-05-13 12:38:03,2018-05-13
1629663,2018-05-13 12:38:03,2018-05-13
1996030,2018-05-13 12:38:04,2018-05-13
1312545,2018-05-13 12:38:04,2018-05-13
1555810,2018-05-13 12:38:08,2018-05-13
847144,2018-05-13 12:38:12,2018-05-13
991601,2018-05-13 12:38:14,2018-05-13
652578,2018-05-13 12:38:30,2018-05-13
1489623,2018-05-13 12:38:31,2018-05-13
1264117,2018-05-13 12:38:34,2018-05-13
640302,2018-05-13 12:38:40,2018-05-13
937160,2018-05-13 12:38:41,2018-05-13
1289265,2018-05-13 12:38:44,2018-05-13
1244767,2018-05-13 12:38:45,2018-05-13
1199721,2018-05-13 12:38:50,2018-05-13
689927,2018-05-13 12:38:58,2018-05-13
2089131,2018-05-13 12:39:01,2018-05-13
2093973,2018-05-13 12:39:03,2018-05-13
1944150,2018-05-13 12:39:04,2018-05-13
1902806,2018-05-13 12:39:25,2018-05-13
1186591,2018-05-13 12:39:27,2018-05-13
2089285,2018-05-13 12:39:36,2018-05-13
2034024,2018-05-13 12:39:39,2018-05-13
1963643,2018-05-13 12:39:45,2018-05-13
1156052,2018-05-13 12:39:50,2018-05-13
1236487,2018-05-13 12:39:56,2018-05-13
2115455,2018-05-13 12:39:57,2018-05-13
2105868,2018-05-13 12:39:57,2018-05-13
922064,2018-05-13 12:40:02,2018-05-13
1280867,2018-05-13 12:40:04,2018-05-13
2085393,2018-05-13 12:40:06,2018-05-13
1307089,2018-05-13 12:40:07,2018-05-13
815163,2018-05-13 12:40:08,2018-05-13
1313347,2018-05-13 12:40:16,2018-05-13
834235,2018-05-13 12:40:18,2018-05-13
834235,2018-05-13 12:40:18,2018-05-13
1693318,2018-05-13 12:40:18,2018-05-13
834235,2018-05-13 12:40:19,2018-05-13
834235,2018-05-13 12:40:19,2018-05-13
1804045,2018-05-13 12:40:19,2018-05-13
834235,2018-05-13 12:40:19,2018-05-13
834235,2018-05-13 12:40:19,2018-05-13
834235,2018-05-13 12:40:19,2018-05-13
2117752,2018-05-13 12:40:20,2018-05-13
834235,2018-05-13 12:40:22,2018-05-13
1018648,2018-05-13 12:40:27,2018-05-13
1206920,2018-05-13 12:40:27,2018-05-13
1295399,2018-05-13 12:40:32,2018-05-13
890046,2018-05-13 12:40:34,2018-05-13
653714,2018-05-13 12:40:36,2018-05-13
1217812,2018-05-13 12:40:50,2018-05-13
1411934,2018-05-13 12:40:54,2018-05-13
837178,2018-05-13 12:40:56,2018-05-13
1474293,2018-05-13 12:40:59,2018-05-13
1585768,2018-05-13 12:41:09,2018-05-13
1183980,2018-05-13 12:41:17,2018-05-13
1275298,2018-05-13 12:41:22,2018-05-13
1261260,2018-05-13 12:41:24,2018-05-13
1991632,2018-05-13 12:41:25,2018-05-13
1180599,2018-05-13 12:41:25,2018-05-13
645372,2018-05-13 12:41:30,2018-05-13
985768,2018-05-13 12:41:32,2018-05-13
2084474,2018-05-13 12:41:35,2018-05-13
1255847,2018-05-13 12:41:36,2018-05-13
1717439,2018-05-13 12:41:42,2018-05-13
1306842,2018-05-13 12:41:43,2018-05-13
1810316,2018-05-13 12:41:48,2018-05-13
623408,2018-05-13 12:41:49,2018-05-13
1613224,2018-05-13 12:41:52,2018-05-13
1568921,2018-05-13 12:41:57,2018-05-13
623655,2018-05-13 12:42:03,2018-05-13
1098614,2018-05-13 12:42:06,2018-05-13
2025610,2018-05-13 12:42:18,2018-05-13
1275298,2018-05-13 12:42:23,2018-05-13
899324,2018-05-13 12:42:26,2018-05-13
1228431,2018-05-13 12:42:33,2018-05-13
1866938,2018-05-13 12:42:36,2018-05-13
2057076,2018-05-13 12:42:36,2018-05-13
1148988,2018-05-13 12:42:46,2018-05-13
1593521,2018-05-13 12:42:47,2018-05-13
1152290,2018-05-13 12:42:54,2018-05-13
678228,2018-05-13 12:42:55,2018-05-13
1210018,2018-05-13 12:42:59,2018-05-13
1013035,2018-05-13 12:43:02,2018-05-13
161288,2018-05-13 12:43:06,2018-05-13
204437,2018-05-13 12:43:06,2018-05-13
2057076,2018-05-13 12:43:10,2018-05-13
910516,2018-05-13 12:43:19,2018-05-13
2045564,2018-05-13 12:43:20,2018-05-13
132838,2018-05-13 12:43:22,2018-05-13
1861486,2018-05-13 12:43:26,2018-05-13
1207604,2018-05-13 12:43:28,2018-05-13
2063919,2018-05-13 12:43:31,2018-05-13
1213427,2018-05-13 12:43:32,2018-05-13
1153281,2018-05-13 12:43:36,2018-05-13
1592546,2018-05-13 12:43:37,2018-05-13
1380441,2018-05-13 12:43:39,2018-05-13
823339,2018-05-13 12:43:43,2018-05-13
1097695,2018-05-13 12:43:44,2018-05-13
2097484,2018-05-13 12:43:48,2018-05-13
1538728,2018-05-13 12:43:51,2018-05-13
1593521,2018-05-13 12:43:55,2018-05-13
1183770,2018-05-13 12:43:58,2018-05-13
1674550,2018-05-13 12:44:04,2018-05-13
691229,2018-05-13 12:44:07,2018-05-13
1451699,2018-05-13 12:44:13,2018-05-13
2116052,2018-05-13 12:44:16,2018-05-13
634040,2018-05-13 12:44:17,2018-05-13
1178929,2018-05-13 12:44:20,2018-05-13
1638279,2018-05-13 12:44:23,2018-05-13
825347,2018-05-13 12:44:28,2018-05-13
774107,2018-05-13 12:44:38,2018-05-13
1580816,2018-05-13 12:44:44,2018-05-13
1580367,2018-05-13 12:44:45,2018-05-13
1593521,2018-05-13 12:44:47,2018-05-13
1172999,2018-05-13 12:44:50,2018-05-13
1176934,2018-05-13 12:44:55,2018-05-13
2042839,2018-05-13 12:44:56,2018-05-13
827832,2018-05-13 12:44:56,2018-05-13
74330,2018-05-13 12:44:58,2018-05-13
1733669,2018-05-13 12:45:01,2018-05-13
2116655,2018-05-13 12:45:03,2018-05-13
1376890,2018-05-13 12:45:03,2018-05-13
1716363,2018-05-13 12:45:04,2018-05-13
1391590,2018-05-13 12:45:08,2018-05-13
955168,2018-05-13 12:45:12,2018-05-13
1882471,2018-05-13 12:45:12,2018-05-13
1594502,2018-05-13 12:45:20,2018-05-13
1939683,2018-05-13 12:45:23,2018-05-13
1642605,2018-05-13 12:45:25,2018-05-13
1203966,2018-05-13 12:45:29,2018-05-13
1214544,2018-05-13 12:45:31,2018-05-13
791545,2018-05-13 12:45:31,2018-05-13
2049990,2018-05-13 12:45:31,2018-05-13
2112168,2018-05-13 12:45:31,2018-05-13
1190764,2018-05-13 12:45:36,2018-05-13
1827163,2018-05-13 12:45:41,2018-05-13
1179515,2018-05-13 12:45:47,2018-05-13
1581401,2018-05-13 12:45:54,2018-05-13
1181520,2018-05-13 12:45:55,2018-05-13
2037281,2018-05-13 12:45:58,2018-05-13
2034500,2018-05-13 12:45:59,2018-05-13
1548805,2018-05-13 12:46:05,2018-05-13
1249867,2018-05-13 12:46:06,2018-05-13
115376,2018-05-13 12:46:08,2018-05-13
1319249,2018-05-13 12:46:09,2018-05-13
1905027,2018-05-13 12:46:10,2018-05-13
2010614,2018-05-13 12:46:14,2018-05-13
1895549,2018-05-13 12:46:18,2018-05-13
1932267,2018-05-13 12:46:19,2018-05-13
1216656,2018-05-13 12:46:19,2018-05-13
1216656,2018-05-13 12:46:19,2018-05-13
1180253,2018-05-13 12:46:27,2018-05-13
809799,2018-05-13 12:46:30,2018-05-13
2037634,2018-05-13 12:46:39,2018-05-13
876298,2018-05-13 12:46:39,2018-05-13
1075283,2018-05-13 12:46:43,2018-05-13
999334,2018-05-13 12:46:44,2018-05-13
1815050,2018-05-13 12:46:45,2018-05-13
1303956,2018-05-13 12:46:52,2018-05-13
830152,2018-05-13 12:46:53,2018-05-13
1980374,2018-05-13 12:46:55,2018-05-13
1963561,2018-05-13 12:46:56,2018-05-13
1536076,2018-05-13 12:47:03,2018-05-13
2016245,2018-05-13 12:47:04,2018-05-13
837297,2018-05-13 12:47:05,2018-05-13
1125433,2018-05-13 12:47:08,2018-05-13
2116737,2018-05-13 12:47:15,2018-05-13
1197113,2018-05-13 12:47:20,2018-05-13
1202445,2018-05-13 12:47:22,2018-05-13
1558614,2018-05-13 12:47:25,2018-05-13
791545,2018-05-13 12:47:26,2018-05-13
1338369,2018-05-13 12:47:27,2018-05-13
1463991,2018-05-13 12:47:29,2018-05-13
826128,2018-05-13 12:47:34,2018-05-13
1326895,2018-05-13 12:47:41,2018-05-13
1226651,2018-05-13 12:47:47,2018-05-13
845332,2018-05-13 12:47:49,2018-05-13
922604,2018-05-13 12:47:51,2018-05-13
2112210,2018-05-13 12:47:57,2018-05-13
654245,2018-05-13 12:48:03,2018-05-13
2106129,2018-05-13 12:48:20,2018-05-13
985256,2018-05-13 12:48:23,2018-05-13
757551,2018-05-13 12:48:23,2018-05-13
1807412,2018-05-13 12:48:27,2018-05-13
2009900,2018-05-13 12:48:29,2018-05-13
1323712,2018-05-13 12:48:31,2018-05-13
1555924,2018-05-13 12:48:42,2018-05-13
937707,2018-05-13 12:48:49,2018-05-13
1153670,2018-05-13 12:48:52,2018-05-13
1712967,2018-05-13 12:48:55,2018-05-13
1218236,2018-05-13 12:48:58,2018-05-13
232177,2018-05-13 12:49:00,2018-05-13
1154646,2018-05-13 12:49:01,2018-05-13
1366309,2018-05-13 12:49:09,2018-05-13
1833956,2018-05-13 12:49:10,2018-05-13
985444,2018-05-13 12:49:11,2018-05-13
857400,2018-05-13 12:49:14,2018-05-13
756901,2018-05-13 12:49:22,2018-05-13
1616524,2018-05-13 12:49:24,2018-05-13
1188345,2018-05-13 12:49:28,2018-05-13
1218342,2018-05-13 12:49:30,2018-05-13
1791529,2018-05-13 12:49:32,2018-05-13
2024190,2018-05-13 12:49:33,2018-05-13
1706945,2018-05-13 12:49:40,2018-05-13
757551,2018-05-13 12:49:44,2018-05-13
56449,2018-05-13 12:49:45,2018-05-13
2116826,2018-05-13 12:49:54,2018-05-13
1008965,2018-05-13 12:50:02,2018-05-13
2087392,2018-05-13 12:50:06,2018-05-13
2107911,2018-05-13 12:50:18,2018-05-13
1442693,2018-05-13 12:50:19,2018-05-13
2117520,2018-05-13 12:50:46,2018-05-13
1552002,2018-05-13 12:50:55,2018-05-13
1302668,2018-05-13 12:51:03,2018-05-13
1278610,2018-05-13 12:51:04,2018-05-13
829730,2018-05-13 12:51:06,2018-05-13
1598449,2018-05-13 12:51:10,2018-05-13
1174076,2018-05-13 12:51:26,2018-05-13
902547,2018-05-13 12:51:31,2018-05-13
1179393,2018-05-13 12:51:32,2018-05-13
1263065,2018-05-13 12:51:45,2018-05-13
771774,2018-05-13 12:51:49,2018-05-13
1694001,2018-05-13 12:51:49,2018-05-13
-4,2018-05-13 12:51:56,2018-05-13
1487591,2018-05-13 12:52:01,2018-05-13
1350431,2018-05-13 12:52:01,2018-05-13
1815814,2018-05-13 12:52:05,2018-05-13
1269987,2018-05-13 12:52:06,2018-05-13
1900281,2018-05-13 12:52:11,2018-05-13
2115455,2018-05-13 12:52:20,2018-05-13
1164649,2018-05-13 12:52:23,2018-05-13
1211319,2018-05-13 12:52:25,2018-05-13
2114507,2018-05-13 12:52:25,2018-05-13
1176646,2018-05-13 12:52:31,2018-05-13
1906252,2018-05-13 12:52:33,2018-05-13
1590162,2018-05-13 12:52:38,2018-05-13
1672367,2018-05-13 12:52:39,2018-05-13
980671,2018-05-13 12:52:40,2018-05-13
1482205,2018-05-13 12:52:41,2018-05-13
-3,2018-05-13 12:52:42,2018-05-13
1336204,2018-05-13 12:52:44,2018-05-13
2037634,2018-05-13 12:52:48,2018-05-13
1477002,2018-05-13 12:52:51,2018-05-13
1957288,2018-05-13 12:52:54,2018-05-13
1380441,2018-05-13 12:52:59,2018-05-13
690251,2018-05-13 12:52:59,2018-05-13
1301596,2018-05-13 12:53:01,2018-05-13
1149868,2018-05-13 12:53:03,2018-05-13
1417878,2018-05-13 12:53:13,2018-05-13
902547,2018-05-13 12:53:21,2018-05-13
1174734,2018-05-13 12:53:22,2018-05-13
1676501,2018-05-13 12:53:28,2018-05-13
1186139,2018-05-13 12:53:29,2018-05-13
1263800,2018-05-13 12:53:31,2018-05-13
1284938,2018-05-13 12:53:31,2018-05-13
1423332,2018-05-13 12:53:33,2018-05-13
1261260,2018-05-13 12:53:36,2018-05-13
590686,2018-05-13 12:53:42,2018-05-13
1568921,2018-05-13 12:53:43,2018-05-13
1186805,2018-05-13 12:53:43,2018-05-13
1935778,2018-05-13 12:53:51,2018-05-13
1558614,2018-05-13 12:53:55,2018-05-13
847322,2018-05-13 12:53:59,2018-05-13
1770876,2018-05-13 12:54:05,2018-05-13
1475594,2018-05-13 12:54:12,2018-05-13
1177570,2018-05-13 12:54:13,2018-05-13
766516,2018-05-13 12:54:15,2018-05-13
1347787,2018-05-13 12:54:16,2018-05-13
